group,type,specimen,strain,stress
N3,sinusoidal,1,9.3794,1.664258
N3,sinusoidal,1,10.36232,1.762481
N3,sinusoidal,1,11.34523,1.854195
N3,sinusoidal,1,12.32782,1.939553
N3,sinusoidal,1,13.31049,2.000309
N3,sinusoidal,1,14.29411,2.074865
N3,sinusoidal,1,15.27714,2.138903
N3,sinusoidal,1,16.26005,2.201876
N3,sinusoidal,1,17.24251,2.257536
N3,sinusoidal,1,18.22505,2.306027
N3,sinusoidal,1,19.20877,2.338041
N3,sinusoidal,1,20.19164,2.368251
N3,sinusoidal,1,21.17463,2.402469
N3,sinusoidal,1,22.15717,2.415308
N3,sinusoidal,1,22.45457,0.02366667
N3,sinusoidal,1,22.45457,0.02356667
N3,sinusoidal,1,22.45463,0.02355641
N3,sinusoidal,1,22.45471,0.02357692
N3,sinusoidal,1,22.45471,0.02358974
N3,sinusoidal,1,22.45471,0.02355
N3,sinusoidal,1,22.45471,0.02358462
N3,sinusoidal,1,22.45471,0.02355769
N3,sinusoidal,1,22.45471,0.02358462
N3,sinusoidal,1,0.1042923,0.04655256
N3,sinusoidal,1,1.088815,0.3671013
N3,sinusoidal,1,2.071585,0.6174884
N3,sinusoidal,1,3.054508,0.8100449
N3,sinusoidal,1,4.036923,0.981082
N3,sinusoidal,1,5.0196,1.135728
N3,sinusoidal,1,6.003677,1.27675
N3,sinusoidal,1,6.986247,1.407083
N3,sinusoidal,1,7.9692,1.529276
N3,sinusoidal,1,8.952001,1.642296
N3,sinusoidal,1,9.934415,1.746636
N3,sinusoidal,1,10.91806,1.843838
N3,sinusoidal,1,11.90094,1.934351
N3,sinusoidal,1,12.88394,2.020779
N3,sinusoidal,1,13.86617,2.102309
N3,sinusoidal,1,14.84935,2.180337
N3,sinusoidal,1,15.83285,2.25338
N3,sinusoidal,1,16.81545,2.318031
N3,sinusoidal,1,17.7986,2.365317
N3,sinusoidal,1,18.78097,2.409208
N3,sinusoidal,1,19.76355,2.424921
N3,sinusoidal,1,20.74766,2.413186
N3,sinusoidal,1,21.73031,2.416774
N3,sinusoidal,1,22.71334,2.425236
N3,sinusoidal,1,23.69576,2.416683
N3,sinusoidal,1,24.67848,2.425085
N3,sinusoidal,1,25.66224,2.419364
N3,sinusoidal,1,26.64492,2.437004
N3,sinusoidal,1,27.62785,2.44887
N3,sinusoidal,1,28.61003,2.459259
N3,sinusoidal,1,29.59321,2.467673
N3,sinusoidal,1,30.57694,2.477124
N3,sinusoidal,1,31.55974,2.486095
N3,sinusoidal,1,32.54243,2.494319
N3,sinusoidal,1,33.525,2.501649
N3,sinusoidal,1,34.50788,2.506676
N3,sinusoidal,1,35.49133,2.500368
N3,sinusoidal,1,36.4742,0.02438718
N3,sinusoidal,1,37.45724,0.02449744
N3,sinusoidal,1,38.43959,0.02422821
N3,sinusoidal,1,39.42254,0.02462564
N3,sinusoidal,1,40.40619,0.02463333
N3,sinusoidal,1,41.38902,0.0246641
N3,sinusoidal,1,42.37198,0.02453333
N3,sinusoidal,1,43.35424,0.02472564
N3,sinusoidal,1,44.3372,0.02488077
N3,sinusoidal,1,45.32103,0.02469744
N3,sinusoidal,2,0.01927693,0.01819231
N3,sinusoidal,2,1.000954,0.3021269
N3,sinusoidal,2,1.983831,0.5275577
N3,sinusoidal,2,2.966169,0.7029923
N3,sinusoidal,2,3.949246,0.8560808
N3,sinusoidal,2,4.932708,0.9964449
N3,sinusoidal,2,5.915662,1.1259
N3,sinusoidal,2,6.898539,1.246045
N3,sinusoidal,2,7.880754,1.35946
N3,sinusoidal,2,8.863862,1.465969
N3,sinusoidal,2,9.847477,1.566268
N3,sinusoidal,2,10.83009,1.660804
N3,sinusoidal,2,11.81312,1.753108
N3,sinusoidal,2,12.79526,1.843833
N3,sinusoidal,2,13.77883,1.933144
N3,sinusoidal,2,14.76214,2.020445
N3,sinusoidal,2,15.74474,2.103732
N3,sinusoidal,2,16.72774,2.181086
N3,sinusoidal,2,17.71015,2.252253
N3,sinusoidal,2,18.69323,2.308809
N3,sinusoidal,2,19.6768,2.357355
N3,sinusoidal,2,20.65952,2.381656
N3,sinusoidal,2,21.6424,2.159647
N3,sinusoidal,2,22.62474,0.008948718
N3,sinusoidal,2,23.60831,0.009182051
N3,sinusoidal,2,0.8115538,0.2758564
N3,sinusoidal,2,1.794431,0.5385756
N3,sinusoidal,2,2.776815,0.7397654
N3,sinusoidal,2,3.759723,0.9173564
N3,sinusoidal,2,4.743138,1.077955
N3,sinusoidal,2,5.725985,1.223664
N3,sinusoidal,2,6.709046,1.358638
N3,sinusoidal,2,7.691477,1.483608
N3,sinusoidal,2,8.674308,1.599022
N3,sinusoidal,2,9.657953,1.703728
N3,sinusoidal,2,10.64075,1.798605
N3,sinusoidal,2,11.62391,1.847712
N3,sinusoidal,2,12.60609,1.914374
N3,sinusoidal,2,13.58894,1.969038
N3,sinusoidal,2,14.57269,2.018583
N3,sinusoidal,2,15.55546,0.02294872
N3,sinusoidal,2,16.53837,0.0232859
N3,sinusoidal,2,17.52098,0.02335385
N3,sinusoidal,2,18.50371,0.02339615
N3,sinusoidal,2,19.48725,0.02353974
N3,sinusoidal,2,0.4237539,0.1624256
N3,sinusoidal,2,1.406985,0.4557051
N3,sinusoidal,2,2.389677,0.6866231
N3,sinusoidal,2,3.372477,0.8745872
N3,sinusoidal,2,4.354923,1.041444
N3,sinusoidal,2,5.338262,1.192595
N3,sinusoidal,2,6.321569,1.333024
N3,sinusoidal,2,7.304369,1.462104
N3,sinusoidal,2,8.287292,1.579237
N3,sinusoidal,2,9.269631,1.685654
N3,sinusoidal,2,10.25292,1.787118
N3,sinusoidal,2,11.23631,1.882551
N3,sinusoidal,2,12.21929,1.971161
N3,sinusoidal,2,13.20168,2.053332
N3,sinusoidal,2,14.18429,2.130651
N3,sinusoidal,2,15.16766,2.200117
N3,sinusoidal,2,16.15066,2.263813
N3,sinusoidal,2,17.13385,2.327309
N3,sinusoidal,2,18.11642,2.3851
N3,sinusoidal,2,19.0988,2.439483
N3,sinusoidal,2,20.08243,2.485677
N3,sinusoidal,2,21.06566,2.524488
N3,sinusoidal,2,22.04854,2.523059
N3,sinusoidal,2,23.03111,2.492415
N3,sinusoidal,2,24.0136,2.521654
N3,sinusoidal,2,24.99691,2.49752
N3,sinusoidal,2,25.98032,0.02464103
N3,sinusoidal,2,26.9632,0.02494231
N3,sinusoidal,2,27.94589,0.0248282
N3,sinusoidal,2,28.92826,0.02488718
N3,sinusoidal,2,0.533,0.1889667
N3,sinusoidal,2,1.516031,0.4666872
N3,sinusoidal,2,2.498569,0.6801308
N3,sinusoidal,2,3.481138,0.8621743
N3,sinusoidal,2,4.464785,1.02594
N3,sinusoidal,2,5.447739,1.173736
N3,sinusoidal,2,6.430584,1.310935
N3,sinusoidal,2,7.413261,1.439274
N3,sinusoidal,2,8.39603,1.556712
N3,sinusoidal,2,9.3794,1.664258
N3,sinusoidal,2,10.36232,1.762481
N3,sinusoidal,2,11.34523,1.854195
N3,sinusoidal,2,12.32782,1.939553
N3,sinusoidal,2,13.31049,2.000309
N3,sinusoidal,2,14.29411,2.074865
N3,sinusoidal,2,15.27714,2.138903
N3,sinusoidal,2,16.26005,2.201876
N3,sinusoidal,2,17.24251,2.257536
N3,sinusoidal,2,18.22505,2.306027
N3,sinusoidal,2,19.20877,2.338041
N3,sinusoidal,2,20.19164,2.368251
N3,sinusoidal,2,21.17463,2.402469
N3,sinusoidal,2,22.15717,2.415308
N3,sinusoidal,2,22.45457,0.02366667
N3,sinusoidal,2,22.45457,0.02356667
N3,sinusoidal,2,22.45463,0.02355641
N3,sinusoidal,2,22.45471,0.02357692
N3,sinusoidal,2,22.45471,0.02358974
N3,sinusoidal,2,22.45471,0.02355
N3,sinusoidal,2,22.45471,0.02358462
N3,sinusoidal,2,22.45471,0.02355769
N3,sinusoidal,2,22.45471,0.02358462
N3,sinusoidal,2,0.1042923,0.04655256
N3,sinusoidal,2,1.088815,0.3671013
N3,sinusoidal,2,2.071585,0.6174884
N3,sinusoidal,2,3.054508,0.8100449
N3,sinusoidal,2,4.036923,0.981082
N3,sinusoidal,2,5.0196,1.135728
N3,sinusoidal,2,6.003677,1.27675
N3,sinusoidal,2,6.986247,1.407083
N3,sinusoidal,2,7.9692,1.529276
N3,sinusoidal,2,8.952001,1.642296
N3,sinusoidal,2,9.934415,1.746636
N3,sinusoidal,2,10.91806,1.843838
N3,sinusoidal,2,11.90094,1.934351
N3,sinusoidal,2,12.88394,2.020779
N3,sinusoidal,2,13.86617,2.102309
N3,sinusoidal,2,14.84935,2.180337
N3,sinusoidal,2,15.83285,2.25338
N3,sinusoidal,2,16.81545,2.318031
N3,sinusoidal,2,17.7986,2.365317
N3,sinusoidal,2,18.78097,2.409208
N3,sinusoidal,2,19.76355,2.424921
N3,sinusoidal,2,20.74766,2.413186
N3,sinusoidal,2,21.73031,2.416774
N3,sinusoidal,2,22.71334,2.425236
N3,sinusoidal,2,23.69576,2.416683
N3,sinusoidal,2,24.67848,2.425085
N3,sinusoidal,2,25.66224,2.419364
N3,sinusoidal,2,26.64492,2.437004
N3,sinusoidal,2,27.62785,2.44887
N3,sinusoidal,2,28.61003,2.459259
N3,sinusoidal,2,29.59321,2.467673
N3,sinusoidal,2,30.57694,2.477124
N3,sinusoidal,2,31.55974,2.486095
N3,sinusoidal,2,32.54243,2.494319
N3,sinusoidal,2,33.525,2.501649
N3,sinusoidal,2,34.50788,2.506676
N3,sinusoidal,2,35.49133,2.500368
N3,sinusoidal,2,36.4742,0.02438718
N3,sinusoidal,2,37.45724,0.02449744
N3,sinusoidal,2,38.43959,0.02422821
N3,sinusoidal,2,39.42254,0.02462564
N3,sinusoidal,2,40.40619,0.02463333
N3,sinusoidal,2,41.38902,0.0246641
N3,sinusoidal,2,42.37198,0.02453333
N3,sinusoidal,2,43.35424,0.02472564
N3,sinusoidal,2,44.3372,0.02488077
N3,sinusoidal,2,45.32103,0.02469744
N3,sinusoidal,3,0.01927693,0.01819231
N3,sinusoidal,3,1.000954,0.3021269
N3,sinusoidal,3,1.983831,0.5275577
N3,sinusoidal,3,2.966169,0.7029923
N3,sinusoidal,3,3.949246,0.8560808
N3,sinusoidal,3,4.932708,0.9964449
N3,sinusoidal,3,5.915662,1.1259
N3,sinusoidal,3,6.898539,1.246045
N3,sinusoidal,3,7.880754,1.35946
N3,sinusoidal,3,8.863862,1.465969
N3,sinusoidal,3,9.847477,1.566268
N3,sinusoidal,3,10.83009,1.660804
N3,sinusoidal,3,11.81312,1.753108
N3,sinusoidal,3,12.79526,1.843833
N3,sinusoidal,3,13.77883,1.933144
N3,sinusoidal,3,14.76214,2.020445
N3,sinusoidal,3,15.74474,2.103732
N3,sinusoidal,3,16.72774,2.181086
N3,sinusoidal,3,17.71015,2.252253
N3,sinusoidal,3,18.69323,2.308809
N3,sinusoidal,3,19.6768,2.357355
N3,sinusoidal,3,20.65952,2.381656
N3,sinusoidal,3,21.6424,2.159647
N3,sinusoidal,3,22.62474,0.008948718
N3,sinusoidal,3,23.60831,0.009182051
N3,sinusoidal,3,0.8115538,0.2758564
N3,sinusoidal,3,1.794431,0.5385756
N3,sinusoidal,3,2.776815,0.7397654
N3,sinusoidal,3,3.759723,0.9173564
N3,sinusoidal,3,4.743138,1.077955
N3,sinusoidal,3,5.725985,1.223664
N3,sinusoidal,3,6.709046,1.358638
N3,sinusoidal,3,7.691477,1.483608
N3,sinusoidal,3,8.674308,1.599022
N3,sinusoidal,3,9.657953,1.703728
N3,sinusoidal,3,10.64075,1.798605
N3,sinusoidal,3,11.62391,1.847712
N3,sinusoidal,3,12.60609,1.914374
N3,sinusoidal,3,13.58894,1.969038
N3,sinusoidal,3,14.57269,2.018583
N3,sinusoidal,3,15.55546,0.02294872
N3,sinusoidal,3,16.53837,0.0232859
N3,sinusoidal,3,17.52098,0.02335385
N3,sinusoidal,3,18.50371,0.02339615
N3,sinusoidal,3,19.48725,0.02353974
N3,sinusoidal,3,0.4237539,0.1624256
N3,sinusoidal,3,1.406985,0.4557051
N3,sinusoidal,3,2.389677,0.6866231
N3,sinusoidal,3,3.372477,0.8745872
N3,sinusoidal,3,4.354923,1.041444
N3,sinusoidal,3,5.338262,1.192595
N3,sinusoidal,3,6.321569,1.333024
N3,sinusoidal,3,7.304369,1.462104
N3,sinusoidal,3,8.287292,1.579237
N3,sinusoidal,3,9.269631,1.685654
N3,sinusoidal,3,10.25292,1.787118
N3,sinusoidal,3,11.23631,1.882551
N3,sinusoidal,3,12.21929,1.971161
N3,sinusoidal,3,13.20168,2.053332
N3,sinusoidal,3,14.18429,2.130651
N3,sinusoidal,3,15.16766,2.200117
N3,sinusoidal,3,16.15066,2.263813
N3,sinusoidal,3,17.13385,2.327309
N3,sinusoidal,3,18.11642,2.3851
N3,sinusoidal,3,19.0988,2.439483
N3,sinusoidal,3,20.08243,2.485677
N3,sinusoidal,3,21.06566,2.524488
N3,sinusoidal,3,22.04854,2.523059
N3,sinusoidal,3,23.03111,2.492415
N3,sinusoidal,3,24.0136,2.521654
N3,sinusoidal,3,24.99691,2.49752
N3,sinusoidal,3,25.98032,0.02464103
N3,sinusoidal,3,26.9632,0.02494231
N3,sinusoidal,3,27.94589,0.0248282
N3,sinusoidal,3,28.92826,0.02488718
N3,sinusoidal,3,0.533,0.1889667
N3,sinusoidal,3,1.516031,0.4666872
N3,sinusoidal,3,2.498569,0.6801308
N3,sinusoidal,3,3.481138,0.8621743
N3,sinusoidal,3,4.464785,1.02594
N3,sinusoidal,3,5.447739,1.173736
N3,sinusoidal,3,6.430584,1.310935
N3,sinusoidal,3,7.413261,1.439274
N3,sinusoidal,3,8.39603,1.556712
N3,sinusoidal,3,9.3794,1.664258
N3,sinusoidal,3,10.36232,1.762481
N3,sinusoidal,3,11.34523,1.854195
N3,sinusoidal,3,12.32782,1.939553
N3,sinusoidal,3,13.31049,2.000309
N3,sinusoidal,3,14.29411,2.074865
N3,sinusoidal,3,15.27714,2.138903
N3,sinusoidal,3,16.26005,2.201876
N3,sinusoidal,3,17.24251,2.257536
N3,sinusoidal,3,18.22505,2.306027
N3,sinusoidal,3,19.20877,2.338041
N3,sinusoidal,3,20.19164,2.368251
N3,sinusoidal,3,21.17463,2.402469
N3,sinusoidal,3,22.15717,2.415308
N3,sinusoidal,3,22.45457,0.02366667
N3,sinusoidal,3,22.45457,0.02356667
N3,sinusoidal,3,22.45463,0.02355641
N3,sinusoidal,3,22.45471,0.02357692
N3,sinusoidal,3,22.45471,0.02358974
N3,sinusoidal,3,22.45471,0.02355
N3,sinusoidal,3,22.45471,0.02358462
N3,sinusoidal,3,22.45471,0.02355769
N3,sinusoidal,3,22.45471,0.02358462
N3,sinusoidal,3,0.1042923,0.04655256
N3,sinusoidal,3,1.088815,0.3671013
N3,sinusoidal,3,2.071585,0.6174884
N3,sinusoidal,3,3.054508,0.8100449
N3,sinusoidal,3,4.036923,0.981082
N3,sinusoidal,3,5.0196,1.135728
N3,sinusoidal,3,6.003677,1.27675
N3,sinusoidal,3,6.986247,1.407083
N3,sinusoidal,3,7.9692,1.529276
N3,sinusoidal,3,8.952001,1.642296
N3,sinusoidal,3,9.934415,1.746636
N3,sinusoidal,3,10.91806,1.843838
N3,sinusoidal,3,11.90094,1.934351
N3,sinusoidal,3,12.88394,2.020779
N3,sinusoidal,3,13.86617,2.102309
N3,sinusoidal,3,14.84935,2.180337
N3,sinusoidal,3,15.83285,2.25338
N3,sinusoidal,3,16.81545,2.318031
N3,sinusoidal,3,17.7986,2.365317
N3,sinusoidal,3,18.78097,2.409208
N3,sinusoidal,3,19.76355,2.424921
N3,sinusoidal,3,20.74766,2.413186
N3,sinusoidal,3,21.73031,2.416774
N3,sinusoidal,3,22.71334,2.425236
N3,sinusoidal,3,23.69576,2.416683
N3,sinusoidal,3,24.67848,2.425085
N3,sinusoidal,3,25.66224,2.419364
N3,sinusoidal,3,26.64492,2.437004
N3,sinusoidal,3,27.62785,2.44887
N3,sinusoidal,3,28.61003,2.459259
N3,sinusoidal,3,29.59321,2.467673
N3,sinusoidal,3,30.57694,2.477124
N3,sinusoidal,3,31.55974,2.486095
N3,sinusoidal,3,32.54243,2.494319
N3,sinusoidal,3,33.525,2.501649
N3,sinusoidal,3,34.50788,2.506676
N3,sinusoidal,3,35.49133,2.500368
N3,sinusoidal,3,36.4742,0.02438718
N3,sinusoidal,3,37.45724,0.02449744
N3,sinusoidal,3,38.43959,0.02422821
N3,sinusoidal,3,39.42254,0.02462564
N3,sinusoidal,3,40.40619,0.02463333
N3,sinusoidal,3,41.38902,0.0246641
N3,sinusoidal,3,42.37198,0.02453333
N3,sinusoidal,3,43.35424,0.02472564
N3,sinusoidal,3,44.3372,0.02488077
N3,sinusoidal,3,45.32103,0.02469744
N3,sinusoidal,4,0.01927693,0.01819231
N3,sinusoidal,4,1.000954,0.3021269
N3,sinusoidal,4,1.983831,0.5275577
N3,sinusoidal,4,2.966169,0.7029923
N3,sinusoidal,4,3.949246,0.8560808
N3,sinusoidal,4,4.932708,0.9964449
N3,sinusoidal,4,5.915662,1.1259
N3,sinusoidal,4,6.898539,1.246045
N3,sinusoidal,4,7.880754,1.35946
N3,sinusoidal,4,8.863862,1.465969
N3,sinusoidal,4,9.847477,1.566268
N3,sinusoidal,4,10.83009,1.660804
N3,sinusoidal,4,11.81312,1.753108
N3,sinusoidal,4,12.79526,1.843833
N3,sinusoidal,4,13.77883,1.933144
N3,sinusoidal,4,14.76214,2.020445
N3,sinusoidal,4,15.74474,2.103732
N3,sinusoidal,4,16.72774,2.181086
N3,sinusoidal,4,17.71015,2.252253
N3,sinusoidal,4,18.69323,2.308809
N3,sinusoidal,4,19.6768,2.357355
N3,sinusoidal,4,20.65952,2.381656
N3,sinusoidal,4,21.6424,2.159647
N3,sinusoidal,4,22.62474,0.008948718
N3,sinusoidal,4,23.60831,0.009182051
N3,sinusoidal,4,0.8115538,0.2758564
N3,sinusoidal,4,1.794431,0.5385756
N3,sinusoidal,4,2.776815,0.7397654
N3,sinusoidal,4,3.759723,0.9173564
N3,sinusoidal,4,4.743138,1.077955
N3,sinusoidal,4,5.725985,1.223664
N3,sinusoidal,4,6.709046,1.358638
N3,sinusoidal,4,7.691477,1.483608
N3,sinusoidal,4,8.674308,1.599022
N3,sinusoidal,4,9.657953,1.703728
N3,sinusoidal,4,10.64075,1.798605
N3,sinusoidal,4,11.62391,1.847712
N3,sinusoidal,4,12.60609,1.914374
N3,sinusoidal,4,13.58894,1.969038
N3,sinusoidal,4,14.57269,2.018583
N3,sinusoidal,4,15.55546,0.02294872
N3,sinusoidal,4,16.53837,0.0232859
N3,sinusoidal,4,17.52098,0.02335385
N3,sinusoidal,4,18.50371,0.02339615
N3,sinusoidal,4,19.48725,0.02353974
N3,sinusoidal,4,0.4237539,0.1624256
N3,sinusoidal,4,1.406985,0.4557051
N3,sinusoidal,4,2.389677,0.6866231
N3,sinusoidal,4,3.372477,0.8745872
N3,sinusoidal,4,4.354923,1.041444
N3,sinusoidal,4,5.338262,1.192595
N3,sinusoidal,4,6.321569,1.333024
N3,sinusoidal,4,7.304369,1.462104
N3,sinusoidal,4,8.287292,1.579237
N3,sinusoidal,4,9.269631,1.685654
N3,sinusoidal,4,10.25292,1.787118
N3,sinusoidal,4,11.23631,1.882551
N3,sinusoidal,4,12.21929,1.971161
N3,sinusoidal,4,13.20168,2.053332
N3,sinusoidal,4,14.18429,2.130651
N3,sinusoidal,4,15.16766,2.200117
N3,sinusoidal,4,16.15066,2.263813
N3,sinusoidal,4,17.13385,2.327309
N3,sinusoidal,4,18.11642,2.3851
N3,sinusoidal,4,19.0988,2.439483
N3,sinusoidal,4,20.08243,2.485677
N3,sinusoidal,4,21.06566,2.524488
N3,sinusoidal,4,22.04854,2.523059
N3,sinusoidal,4,23.03111,2.492415
N3,sinusoidal,4,24.0136,2.521654
N3,sinusoidal,4,24.99691,2.49752
N3,sinusoidal,4,25.98032,0.02464103
N3,sinusoidal,4,26.9632,0.02494231
N3,sinusoidal,4,27.94589,0.0248282
N3,sinusoidal,4,28.92826,0.02488718
N3,sinusoidal,4,0.533,0.1889667
N3,sinusoidal,4,1.516031,0.4666872
N3,sinusoidal,4,2.498569,0.6801308
N3,sinusoidal,4,3.481138,0.8621743
N3,sinusoidal,4,4.464785,1.02594
N3,sinusoidal,4,5.447739,1.173736
N3,sinusoidal,4,6.430584,1.310935
N3,sinusoidal,4,7.413261,1.439274
N3,sinusoidal,4,8.39603,1.556712
N3,sinusoidal,4,9.3794,1.664258
N3,sinusoidal,4,10.36232,1.762481
N3,sinusoidal,4,11.34523,1.854195
N3,sinusoidal,4,12.32782,1.939553
N3,sinusoidal,4,13.31049,2.000309
N3,sinusoidal,4,14.29411,2.074865
N3,sinusoidal,4,15.27714,2.138903
N3,sinusoidal,4,16.26005,2.201876
N3,sinusoidal,4,17.24251,2.257536
N3,sinusoidal,4,18.22505,2.306027
N3,sinusoidal,4,19.20877,2.338041
N3,sinusoidal,4,20.19164,2.368251
N3,sinusoidal,4,21.17463,2.402469
N3,sinusoidal,4,22.15717,2.415308
N3,sinusoidal,4,22.45457,0.02366667
N3,sinusoidal,4,22.45457,0.02356667
N3,sinusoidal,4,22.45463,0.02355641
N3,sinusoidal,4,22.45471,0.02357692
N3,sinusoidal,4,22.45471,0.02358974
N3,sinusoidal,4,22.45471,0.02355
N3,sinusoidal,4,22.45471,0.02358462
N3,sinusoidal,4,22.45471,0.02355769
N3,sinusoidal,4,22.45471,0.02358462
N3,sinusoidal,4,0.1042923,0.04655256
N3,sinusoidal,4,1.088815,0.3671013
N3,sinusoidal,4,2.071585,0.6174884
N3,sinusoidal,4,3.054508,0.8100449
N3,sinusoidal,4,4.036923,0.981082
N3,sinusoidal,4,5.0196,1.135728
N3,sinusoidal,4,6.003677,1.27675
N3,sinusoidal,4,6.986247,1.407083
N3,sinusoidal,4,7.9692,1.529276
N3,sinusoidal,4,8.952001,1.642296
N3,sinusoidal,4,9.934415,1.746636
N3,sinusoidal,4,10.91806,1.843838
N3,sinusoidal,4,11.90094,1.934351
N3,sinusoidal,4,12.88394,2.020779
N3,sinusoidal,4,13.86617,2.102309
N3,sinusoidal,4,14.84935,2.180337
N3,sinusoidal,4,15.83285,2.25338
N3,sinusoidal,4,16.81545,2.318031
N3,sinusoidal,4,17.7986,2.365317
N3,sinusoidal,4,18.78097,2.409208
N3,sinusoidal,4,19.76355,2.424921
N3,sinusoidal,4,20.74766,2.413186
N3,sinusoidal,4,21.73031,2.416774
N3,sinusoidal,4,22.71334,2.425236
N3,sinusoidal,4,23.69576,2.416683
N3,sinusoidal,4,24.67848,2.425085
N3,sinusoidal,4,25.66224,2.419364
N3,sinusoidal,4,26.64492,2.437004
N3,sinusoidal,4,27.62785,2.44887
N3,sinusoidal,4,28.61003,2.459259
N3,sinusoidal,4,29.59321,2.467673
N3,sinusoidal,4,30.57694,2.477124
N3,sinusoidal,4,31.55974,2.486095
N3,sinusoidal,4,32.54243,2.494319
N3,sinusoidal,4,33.525,2.501649
N3,sinusoidal,4,34.50788,2.506676
N3,sinusoidal,4,35.49133,2.500368
N3,sinusoidal,4,36.4742,0.02438718
N3,sinusoidal,4,37.45724,0.02449744
N3,sinusoidal,4,38.43959,0.02422821
N3,sinusoidal,4,39.42254,0.02462564
N3,sinusoidal,4,40.40619,0.02463333
N3,sinusoidal,4,41.38902,0.0246641
N3,sinusoidal,4,42.37198,0.02453333
N3,sinusoidal,4,43.35424,0.02472564
N3,sinusoidal,4,44.3372,0.02488077
N3,sinusoidal,4,45.32103,0.02469744
N3,sinusoidal,5,0.01927693,0.01819231
N3,sinusoidal,5,1.000954,0.3021269
N3,sinusoidal,5,1.983831,0.5275577
N3,sinusoidal,5,2.966169,0.7029923
N3,sinusoidal,5,3.949246,0.8560808
N3,sinusoidal,5,4.932708,0.9964449
N3,sinusoidal,5,5.915662,1.1259
N3,sinusoidal,5,6.898539,1.246045
N3,sinusoidal,5,7.880754,1.35946
N3,sinusoidal,5,8.863862,1.465969
N3,sinusoidal,5,9.847477,1.566268
N3,sinusoidal,5,10.83009,1.660804
N3,sinusoidal,5,11.81312,1.753108
N3,sinusoidal,5,12.79526,1.843833
N3,sinusoidal,5,13.77883,1.933144
N3,sinusoidal,5,14.76214,2.020445
N3,sinusoidal,5,15.74474,2.103732
N3,sinusoidal,5,16.72774,2.181086
N3,sinusoidal,5,17.71015,2.252253
N3,sinusoidal,5,18.69323,2.308809
N3,sinusoidal,5,19.6768,2.357355
N3,sinusoidal,5,20.65952,2.381656
N3,sinusoidal,5,21.6424,2.159647
N3,sinusoidal,5,22.62474,0.008948718
N3,sinusoidal,5,23.60831,0.009182051
N3,sinusoidal,5,0.8115538,0.2758564
N3,sinusoidal,5,1.794431,0.5385756
N3,sinusoidal,5,2.776815,0.7397654
N3,sinusoidal,5,3.759723,0.9173564
N3,sinusoidal,5,4.743138,1.077955
N3,sinusoidal,5,5.725985,1.223664
N3,sinusoidal,5,6.709046,1.358638
N3,sinusoidal,5,7.691477,1.483608
N3,sinusoidal,5,8.674308,1.599022
N3,sinusoidal,5,9.657953,1.703728
N3,sinusoidal,5,10.64075,1.798605
N3,sinusoidal,5,11.62391,1.847712
N3,sinusoidal,5,12.60609,1.914374
N3,sinusoidal,5,13.58894,1.969038
N3,sinusoidal,5,14.57269,2.018583
N3,sinusoidal,5,15.55546,0.02294872
N3,sinusoidal,5,16.53837,0.0232859
N3,sinusoidal,5,17.52098,0.02335385
N3,sinusoidal,5,18.50371,0.02339615
N3,sinusoidal,5,19.48725,0.02353974
N3,sinusoidal,5,0.4237539,0.1624256
N3,sinusoidal,5,1.406985,0.4557051
N3,sinusoidal,5,2.389677,0.6866231
N3,sinusoidal,5,3.372477,0.8745872
N3,sinusoidal,5,4.354923,1.041444
N3,sinusoidal,5,5.338262,1.192595
N3,sinusoidal,5,6.321569,1.333024
N3,sinusoidal,5,7.304369,1.462104
N3,sinusoidal,5,8.287292,1.579237
N3,sinusoidal,5,9.269631,1.685654
N3,sinusoidal,5,10.25292,1.787118
N3,sinusoidal,5,11.23631,1.882551
N3,sinusoidal,5,12.21929,1.971161
N3,sinusoidal,5,13.20168,2.053332
N3,sinusoidal,5,14.18429,2.130651
N3,sinusoidal,5,15.16766,2.200117
N3,sinusoidal,5,16.15066,2.263813
N3,sinusoidal,5,17.13385,2.327309
N3,sinusoidal,5,18.11642,2.3851
N3,sinusoidal,5,19.0988,2.439483
N3,sinusoidal,5,20.08243,2.485677
N3,sinusoidal,5,21.06566,2.524488
N3,sinusoidal,5,22.04854,2.523059
N3,sinusoidal,5,23.03111,2.492415
N3,sinusoidal,5,24.0136,2.521654
N3,sinusoidal,5,24.99691,2.49752
N3,sinusoidal,5,25.98032,0.02464103
N3,sinusoidal,5,26.9632,0.02494231
N3,sinusoidal,5,27.94589,0.0248282
N3,sinusoidal,5,28.92826,0.02488718
N3,sinusoidal,5,0.533,0.1889667
N3,sinusoidal,5,1.516031,0.4666872
N3,sinusoidal,5,2.498569,0.6801308
N3,sinusoidal,5,3.481138,0.8621743
N3,sinusoidal,5,4.464785,1.02594
N3,sinusoidal,5,5.447739,1.173736
N3,sinusoidal,5,6.430584,1.310935
N3,sinusoidal,5,7.413261,1.439274
N3,sinusoidal,5,8.39603,1.556712
N3,sinusoidal,5,9.3794,1.664258
N3,sinusoidal,5,10.36232,1.762481
N3,sinusoidal,5,11.34523,1.854195
N3,sinusoidal,5,12.32782,1.939553
N3,sinusoidal,5,13.31049,2.000309
N3,sinusoidal,5,14.29411,2.074865
N3,sinusoidal,5,15.27714,2.138903
N3,sinusoidal,5,16.26005,2.201876
N3,sinusoidal,5,17.24251,2.257536
N3,sinusoidal,5,18.22505,2.306027
