group,type,specimen,strain,stress
N1,sinusoidal,4,2.196954,0.5813135
N1,sinusoidal,4,2.965338,0.7341194
N1,sinusoidal,4,3.735338,0.8724396
N1,sinusoidal,4,4.503769,0.9942685
N1,sinusoidal,4,5.2738,1.112523
N1,sinusoidal,4,6.042184,1.22253
N1,sinusoidal,4,6.812262,1.325731
N1,sinusoidal,4,7.580769,1.422331
N1,sinusoidal,4,8.350846,1.513576
N1,sinusoidal,4,9.119493,1.598141
N1,sinusoidal,4,9.889308,1.676698
N1,sinusoidal,4,10.65819,1.74623
N1,sinusoidal,4,11.42785,1.739517
N1,sinusoidal,4,0.4016,0.1368249
N1,sinusoidal,4,1.171646,0.3481503
N1,sinusoidal,4,1.940031,0.5289071
N1,sinusoidal,4,2.710262,0.6853688
N1,sinusoidal,4,3.478569,0.8252667
N1,sinusoidal,4,4.248492,0.9521292
N1,sinusoidal,4,5.016984,1.070893
N1,sinusoidal,4,5.786831,1.181843
N1,sinusoidal,4,6.555646,1.286952
N1,sinusoidal,4,7.325446,1.38466
N1,sinusoidal,4,8.093908,1.475054
N1,sinusoidal,4,8.863954,1.560634
N1,sinusoidal,4,9.632339,1.640755
N1,sinusoidal,4,10.40242,1.71568
N1,sinusoidal,4,11.17088,1.783592
N1,sinusoidal,4,11.94083,1.737082
N1,sinusoidal,4,12.70934,1.763303
N1,sinusoidal,4,12.92168,0.01610295
N1,sinusoidal,4,12.92163,0.01605487
N1,sinusoidal,4,12.92163,0.0160109
N1,sinusoidal,4,12.92171,0.01599436
N1,sinusoidal,4,12.92178,0.01600474
N1,sinusoidal,4,12.92183,0.01600308
N1,sinusoidal,4,12.92183,0.01599346
N1,sinusoidal,4,12.92183,0.01599692
N1,sinusoidal,4,12.92183,0.01597987
N1,sinusoidal,4,12.92178,0.01597782
N1,sinusoidal,4,12.92178,0.0159809
N1,sinusoidal,4,12.92178,0.01597769
N1,sinusoidal,4,12.92178,0.01597461
N1,sinusoidal,4,12.92178,0.01598167
N1,sinusoidal,4,12.92178,0.01596705
N1,sinusoidal,4,12.92178,0.01597705
N1,sinusoidal,4,12.92178,0.01597538
N1,sinusoidal,4,12.92178,0.01597679
N1,sinusoidal,4,12.92178,0.01597308
N1,sinusoidal,4,12.92178,0.01597333
N1,sinusoidal,4,12.92178,0.01597295
N1,sinusoidal,4,12.92178,0.01597282
N1,sinusoidal,4,12.92178,0.01598308
N1,sinusoidal,4,12.92178,0.01597269
N1,sinusoidal,4,12.92178,0.01597372
N1,sinusoidal,4,12.92178,0.01597564
N1,sinusoidal,4,12.92178,0.01597179
N1,sinusoidal,4,12.92178,0.01596282
N1,sinusoidal,4,12.92178,0.01596244
N1,sinusoidal,4,12.92178,0.01596346
N1,sinusoidal,4,12.92178,0.01597256
N1,sinusoidal,4,12.92178,0.01597436
N1,sinusoidal,4,12.92178,0.01597577
N1,sinusoidal,4,12.92178,0.01597898
N1,sinusoidal,4,12.92178,0.01597795
N1,sinusoidal,4,12.92178,0.01596526
N1,sinusoidal,4,12.92178,0.01596731
N1,sinusoidal,4,12.92178,0.01596333
N1,sinusoidal,4,12.92178,0.01597898
N1,sinusoidal,4,12.92178,0.01596808
N1,sinusoidal,4,12.92178,0.01596885
N1,sinusoidal,4,12.92178,0.0159632
N1,sinusoidal,4,12.92178,0.01596333
N1,sinusoidal,4,12.92178,0.01596833
N1,sinusoidal,4,12.92178,0.01596923
N1,sinusoidal,4,12.92178,0.01597667
N1,sinusoidal,4,12.92178,0.01597154
N1,sinusoidal,4,12.92178,0.01598256
N1,sinusoidal,4,12.92178,0.01596397
N1,sinusoidal,4,12.92178,0.01596962
N1,sinusoidal,4,12.92178,0.01595872
N1,sinusoidal,5,0.01893846,0.02143013
N1,sinusoidal,5,0.7857077,0.2338203
N1,sinusoidal,5,1.555738,0.4220969
N1,sinusoidal,5,2.324277,0.5872065
N1,sinusoidal,5,3.094277,0.7318287
N1,sinusoidal,5,3.862785,0.8591865
N1,sinusoidal,5,4.632661,0.9766354
N1,sinusoidal,5,5.401354,1.08777
N1,sinusoidal,5,6.171246,1.191626
N1,sinusoidal,5,6.939785,1.290588
N1,sinusoidal,5,7.709969,1.383356
N1,sinusoidal,5,8.47837,1.473926
N1,sinusoidal,5,9.248277,1.561571
N1,sinusoidal,5,10.01675,1.646301
N1,sinusoidal,5,10.78679,1.726586
N1,sinusoidal,5,11.55537,1.804705
N1,sinusoidal,5,12.32528,1.877448
N1,sinusoidal,5,13.09386,1.950046
N1,sinusoidal,5,13.86371,2.018806
N1,sinusoidal,5,14.63229,2.083399
N1,sinusoidal,5,15.40251,1.930237
N1,sinusoidal,5,15.54969,0.007580897
N1,sinusoidal,5,15.54969,0.007202564
N1,sinusoidal,5,15.54974,0.007136154
N1,sinusoidal,5,15.54989,0.007122564
N1,sinusoidal,5,15.54992,0.007104615
N1,sinusoidal,5,0.6378615,0.2021948
N1,sinusoidal,5,1.406261,0.4061886
N1,sinusoidal,5,2.176246,0.5750981
N1,sinusoidal,5,2.9446,0.7262227
N1,sinusoidal,5,3.714754,0.8585901
N1,sinusoidal,5,4.483262,0.9840128
N1,sinusoidal,5,5.253323,1.099392
N1,sinusoidal,5,6.021754,1.207923
N1,sinusoidal,5,6.791908,1.308796
N1,sinusoidal,5,7.560185,1.403088
N1,sinusoidal,5,8.330215,1.489518
N1,sinusoidal,5,9.0988,1.569101
N1,sinusoidal,5,9.868908,1.554543
N1,sinusoidal,5,10.63726,1.618507
N1,sinusoidal,5,11.40717,1.67164
N1,sinusoidal,5,0.3401231,0.1147891
N1,sinusoidal,5,1.109662,0.3302338
N1,sinusoidal,5,1.878631,0.5186579
N1,sinusoidal,5,2.648246,0.6821818
N1,sinusoidal,5,3.417323,0.828565
N1,sinusoidal,5,4.186631,0.9562345
N1,sinusoidal,5,4.955969,1.07668
N1,sinusoidal,5,5.725169,1.189411
N1,sinusoidal,5,6.494092,1.294169
N1,sinusoidal,5,7.263708,1.393677
N1,sinusoidal,5,8.032892,1.485023
N1,sinusoidal,5,8.802015,1.572131
N1,sinusoidal,5,9.571477,1.65267
N1,sinusoidal,5,10.34066,1.729227
N1,sinusoidal,5,11.10994,1.803083
N1,sinusoidal,5,11.87901,1.871103
N1,sinusoidal,5,12.64848,1.934997
N1,sinusoidal,5,13.41759,1.996019
N1,sinusoidal,5,14.18686,2.053366
N1,sinusoidal,5,14.95612,2.104009
N1,sinusoidal,5,15.72558,2.148699
N1,sinusoidal,5,16.49455,2.186076
N1,sinusoidal,5,17.26417,2.190647
N1,sinusoidal,5,17.45412,0.02927423
N1,sinusoidal,5,17.45405,0.02934808
N1,sinusoidal,5,17.45412,0.02931
N1,sinusoidal,5,17.45428,0.02926846
N1,sinusoidal,5,17.45428,0.02929359
N1,sinusoidal,5,0.6584154,0.2073318
N1,sinusoidal,5,1.426846,0.4101632
N1,sinusoidal,5,2.196954,0.5813135
N1,sinusoidal,5,2.965338,0.7341194
N1,sinusoidal,5,3.735338,0.8724396
N1,sinusoidal,5,4.503769,0.9942685
N1,sinusoidal,5,5.2738,1.112523
N1,sinusoidal,5,6.042184,1.22253
N1,sinusoidal,5,6.812262,1.325731
N1,sinusoidal,5,7.580769,1.422331
N1,sinusoidal,5,8.350846,1.513576
N1,sinusoidal,5,9.119493,1.598141
N1,sinusoidal,5,9.889308,1.676698
N1,sinusoidal,5,10.65819,1.74623
N1,sinusoidal,5,11.42785,1.739517
N1,sinusoidal,5,0.4016,0.1368249
N1,sinusoidal,5,1.171646,0.3481503
N1,sinusoidal,5,1.940031,0.5289071
N1,sinusoidal,5,2.710262,0.6853688
N1,sinusoidal,5,3.478569,0.8252667
N1,sinusoidal,5,4.248492,0.9521292
N1,sinusoidal,5,5.016984,1.070893
N1,sinusoidal,5,5.786831,1.181843
N1,sinusoidal,5,6.555646,1.286952
N1,sinusoidal,5,7.325446,1.38466
N1,sinusoidal,5,8.093908,1.475054
N1,sinusoidal,5,8.863954,1.560634
N1,sinusoidal,5,9.632339,1.640755
N1,sinusoidal,5,10.40242,1.71568
N1,sinusoidal,5,11.17088,1.783592
N1,sinusoidal,5,11.94083,1.737082
N1,sinusoidal,5,12.70934,1.763303
N1,sinusoidal,5,12.92168,0.01610295
N1,sinusoidal,5,12.92163,0.01605487
N1,sinusoidal,5,12.92163,0.0160109
N1,sinusoidal,5,12.92171,0.01599436
N1,sinusoidal,5,12.92178,0.01600474
N1,sinusoidal,5,12.92183,0.01600308
N1,sinusoidal,5,12.92183,0.01599346
N1,sinusoidal,5,12.92183,0.01599692
N1,sinusoidal,5,12.92183,0.01597987
N1,sinusoidal,5,12.92178,0.01597782
N1,sinusoidal,5,12.92178,0.0159809
N1,sinusoidal,5,12.92178,0.01597769
N1,sinusoidal,5,12.92178,0.01597461
N1,sinusoidal,5,12.92178,0.01598167
N1,sinusoidal,5,12.92178,0.01596705
N1,sinusoidal,5,12.92178,0.01597705
N1,sinusoidal,5,12.92178,0.01597538
N1,sinusoidal,5,12.92178,0.01597679
N1,sinusoidal,5,12.92178,0.01597308
N1,sinusoidal,5,12.92178,0.01597333
N1,sinusoidal,5,12.92178,0.01597295
N1,sinusoidal,5,12.92178,0.01597282
N1,sinusoidal,5,12.92178,0.01598308
N1,sinusoidal,5,12.92178,0.01597269
N1,sinusoidal,5,12.92178,0.01597372
N1,sinusoidal,5,12.92178,0.01597564
N1,sinusoidal,5,12.92178,0.01597179
N1,sinusoidal,5,12.92178,0.01596282
N1,sinusoidal,5,12.92178,0.01596244
N1,sinusoidal,5,12.92178,0.01596346
N1,sinusoidal,5,12.92178,0.01597256
N1,sinusoidal,5,12.92178,0.01597436
N1,sinusoidal,5,12.92178,0.01597577
N1,sinusoidal,5,12.92178,0.01597898
N1,sinusoidal,5,12.92178,0.01597795
N1,sinusoidal,5,12.92178,0.01596526
N1,sinusoidal,5,12.92178,0.01596731
N1,sinusoidal,5,12.92178,0.01596333
N1,sinusoidal,5,12.92178,0.01597898
N1,sinusoidal,5,12.92178,0.01596808
N1,sinusoidal,5,12.92178,0.01596885
N1,sinusoidal,5,12.92178,0.0159632
N1,sinusoidal,5,12.92178,0.01596333
N1,sinusoidal,5,12.92178,0.01596833
N1,sinusoidal,5,12.92178,0.01596923
N1,sinusoidal,5,12.92178,0.01597667
N1,sinusoidal,5,12.92178,0.01597154
N1,sinusoidal,5,12.92178,0.01598256
N1,sinusoidal,5,12.92178,0.01596397
N1,sinusoidal,5,12.92178,0.01596962
N1,sinusoidal,5,12.92178,0.01595872
N2,sinusoidal,1,0.01904616,0.02222064
N2,sinusoidal,1,0.2742769,0.101224
N2,sinusoidal,1,0.5307385,0.1781441
N2,sinusoidal,1,0.7868154,0.2507285
N2,sinusoidal,1,1.042662,0.3200472
N2,sinusoidal,1,1.299231,0.3857828
N2,sinusoidal,1,1.556046,0.4471714
N2,sinusoidal,1,1.812738,0.5047146
N2,sinusoidal,1,2.069308,0.5575579
N2,sinusoidal,1,2.325154,0.6083826
N2,sinusoidal,1,2.581154,0.6560798
N2,sinusoidal,1,2.837662,0.7022594
N2,sinusoidal,1,3.094738,0.7476481
N2,sinusoidal,1,3.351077,0.7907894
N2,sinusoidal,1,3.607769,0.8322994
N2,sinusoidal,1,3.863846,0.8736733
N2,sinusoidal,1,4.119585,0.9138245
N2,sinusoidal,1,4.3762,0.9519635
N2,sinusoidal,1,4.633123,0.9892773
N2,sinusoidal,1,4.889692,1.025313
N2,sinusoidal,1,5.146231,1.059721
N2,sinusoidal,1,5.402462,1.093868
N2,sinusoidal,1,5.658354,1.126969
N2,sinusoidal,1,5.914616,1.159302
N2,sinusoidal,1,6.171615,1.189993
N2,sinusoidal,1,6.428077,1.21966
N2,sinusoidal,1,6.684815,1.247697
N2,sinusoidal,1,6.940769,1.274269
N2,sinusoidal,1,7.196585,1.298693
N2,sinusoidal,1,7.453,1.322371
N2,sinusoidal,1,7.710046,1.343962
N2,sinusoidal,1,7.966846,1.358245
N2,sinusoidal,1,8.223154,1.371197
N2,sinusoidal,1,8.479507,1.38071
N2,sinusoidal,1,8.735124,1.335554
N2,sinusoidal,1,8.911139,0.005222949
N2,sinusoidal,1,8.905724,0.004965256
N2,sinusoidal,1,8.904615,0.004678077
N2,sinusoidal,1,8.904615,0.004742949
N2,sinusoidal,1,8.904615,0.004622692
N2,sinusoidal,1,8.904615,0.004620256
N2,sinusoidal,1,8.904646,0.004645128
N2,sinusoidal,1,8.904693,0.004555
N2,sinusoidal,1,8.90477,0.004620641
N2,sinusoidal,1,8.904846,0.004574872
N2,sinusoidal,1,8.904877,0.004577436
N2,sinusoidal,1,8.904877,0.004597949
N2,sinusoidal,1,8.904877,0.004562308
N2,sinusoidal,1,8.904877,0.00457859
N2,sinusoidal,1,8.904877,0.004585256
N2,sinusoidal,1,8.904877,0.004618077
N2,sinusoidal,1,8.904877,0.004601923
N2,sinusoidal,1,8.904877,0.004585128
N2,sinusoidal,1,8.904877,0.004576026
N2,sinusoidal,1,8.904877,0.004591539
N2,sinusoidal,1,8.904877,0.00456641
N2,sinusoidal,1,8.904877,0.004569487
N2,sinusoidal,1,0.06350769,0.02483731
N2,sinusoidal,1,0.3219692,0.1153577
N2,sinusoidal,1,0.5784308,0.2009745
N2,sinusoidal,1,0.8343538,0.2826461
N2,sinusoidal,1,1.090431,0.3600863
N2,sinusoidal,1,1.347,0.4343928
N2,sinusoidal,1,1.603769,0.5046926
N2,sinusoidal,1,1.860354,0.5708518
N2,sinusoidal,1,2.116923,0.6307516
N2,sinusoidal,1,2.372815,0.6821978
N2,sinusoidal,1,2.628846,0.7333053
N2,sinusoidal,1,2.885385,0.7817236
N2,sinusoidal,1,3.142508,0.8303871
N2,sinusoidal,1,3.398815,0.8778363
N2,sinusoidal,1,3.655462,0.9199778
N2,sinusoidal,1,3.911461,0.9630175
N2,sinusoidal,1,4.167354,1.006289
N2,sinusoidal,1,4.424,1.047375
N2,sinusoidal,1,4.680892,1.087798
N2,sinusoidal,1,4.937354,1.128037
N2,sinusoidal,1,5.194,1.165059
N2,sinusoidal,1,5.450154,1.20238
N2,sinusoidal,1,5.706,1.236418
N2,sinusoidal,1,5.962461,1.27073
N2,sinusoidal,1,6.219354,1.303387
N2,sinusoidal,1,6.47577,1.335676
N2,sinusoidal,1,6.732538,1.3678
N2,sinusoidal,1,6.988507,1.397998
N2,sinusoidal,1,7.244277,1.425051
N2,sinusoidal,1,7.500846,1.448274
N2,sinusoidal,1,7.757815,1.47227
N2,sinusoidal,1,8.014507,1.406778
N2,sinusoidal,1,8.270923,1.428815
N2,sinusoidal,1,8.5272,1.453151
N2,sinusoidal,1,8.782769,1.476335
N2,sinusoidal,1,9.039462,1.496054
N2,sinusoidal,1,9.296431,1.513947
N2,sinusoidal,1,9.553154,1.53089
N2,sinusoidal,1,9.809462,1.545464
N2,sinusoidal,1,10.06558,1.55974
N2,sinusoidal,1,10.3212,1.572795
N2,sinusoidal,1,10.57797,1.583729
N2,sinusoidal,1,10.83485,1.591603
N2,sinusoidal,1,11.09151,1.59295
N2,sinusoidal,1,11.348,1.260713
N2,sinusoidal,1,0.2101538,0.08531218
N2,sinusoidal,1,0.4666154,0.171441
N2,sinusoidal,1,0.7225846,0.2528541
N2,sinusoidal,1,0.9786923,0.3298545
N2,sinusoidal,1,1.235431,0.40261
N2,sinusoidal,1,1.492077,0.4712818
N2,sinusoidal,1,1.748692,0.5355726
N2,sinusoidal,1,2.005154,0.5947676
N2,sinusoidal,1,2.260892,0.6504815
N2,sinusoidal,1,2.5172,0.7044349
N2,sinusoidal,1,2.773815,0.7565487
N2,sinusoidal,1,3.030846,0.8069387
N2,sinusoidal,1,3.287077,0.85593
N2,sinusoidal,1,3.543769,0.9040914
N2,sinusoidal,1,3.799662,0.9510422
N2,sinusoidal,1,4.055662,0.9970473
N2,sinusoidal,1,4.312461,1.039492
N2,sinusoidal,1,4.569231,1.081035
N2,sinusoidal,1,4.825738,1.122357
N2,sinusoidal,1,5.0822,1.162115
N2,sinusoidal,1,5.338277,1.201286
N2,sinusoidal,1,5.594354,1.237762
N2,sinusoidal,1,5.850892,1.272721
N2,sinusoidal,1,6.107615,1.306445
N2,sinusoidal,1,6.364154,1.339987
N2,sinusoidal,1,6.620893,1.372777
N2,sinusoidal,1,6.876661,1.405242
N2,sinusoidal,1,7.132585,1.436276
N2,sinusoidal,1,7.38923,1.465957
N2,sinusoidal,1,7.6462,1.493061
N2,sinusoidal,1,7.90277,1.518184
N2,sinusoidal,1,8.159154,1.439334
N2,sinusoidal,1,8.415384,1.456832
N2,sinusoidal,1,8.671046,1.477467
N2,sinusoidal,1,8.927815,1.497551
N2,sinusoidal,1,9.184815,1.513037
N2,sinusoidal,1,9.441384,1.528018
N2,sinusoidal,1,9.697769,1.541573
N2,sinusoidal,1,9.953815,1.551632
N2,sinusoidal,1,10.20946,1.557012
N2,sinusoidal,1,10.46628,1.553214
N2,sinusoidal,1,10.68285,0.03116705
N2,sinusoidal,1,10.68042,0.002348846
N2,sinusoidal,1,10.67835,0.001612436
N2,sinusoidal,1,10.67828,0.001769487
N2,sinusoidal,1,10.67828,0.001629615
N2,sinusoidal,1,10.67828,0.00158141
N2,sinusoidal,1,10.67831,0.001642821
N2,sinusoidal,1,10.67831,0.001572436
N2,sinusoidal,1,10.67831,0.001591667
N2,sinusoidal,1,10.67838,0.001592308
N2,sinusoidal,1,10.67843,0.001568718
N2,sinusoidal,1,10.67846,0.001572051
N2,sinusoidal,1,10.67851,0.001580513
N2,sinusoidal,1,10.67851,0.001550641
N2,sinusoidal,1,10.67851,0.001549487
N2,sinusoidal,1,10.67851,0.0016
N2,sinusoidal,1,10.67851,0.001557692
N2,sinusoidal,1,10.67851,0.001575
N2,sinusoidal,1,10.67851,0.001555385
N2,sinusoidal,1,10.67851,0.00156641
N2,sinusoidal,1,10.67851,0.001560385
N2,sinusoidal,1,10.67851,0.001548333
N2,sinusoidal,1,10.67851,0.001548333
N2,sinusoidal,1,10.67851,0.001564872
N2,sinusoidal,2,0.01904616,0.02222064
N2,sinusoidal,2,0.2742769,0.101224
N2,sinusoidal,2,0.5307385,0.1781441
N2,sinusoidal,2,0.7868154,0.2507285
N2,sinusoidal,2,1.042662,0.3200472
N2,sinusoidal,2,1.299231,0.3857828
N2,sinusoidal,2,1.556046,0.4471714
N2,sinusoidal,2,1.812738,0.5047146
N2,sinusoidal,2,2.069308,0.5575579
N2,sinusoidal,2,2.325154,0.6083826
N2,sinusoidal,2,2.581154,0.6560798
N2,sinusoidal,2,2.837662,0.7022594
N2,sinusoidal,2,3.094738,0.7476481
N2,sinusoidal,2,3.351077,0.7907894
N2,sinusoidal,2,3.607769,0.8322994
N2,sinusoidal,2,3.863846,0.8736733
N2,sinusoidal,2,4.119585,0.9138245
N2,sinusoidal,2,4.3762,0.9519635
N2,sinusoidal,2,4.633123,0.9892773
N2,sinusoidal,2,4.889692,1.025313
N2,sinusoidal,2,5.146231,1.059721
N2,sinusoidal,2,5.402462,1.093868
N2,sinusoidal,2,5.658354,1.126969
N2,sinusoidal,2,5.914616,1.159302
N2,sinusoidal,2,6.171615,1.189993
N2,sinusoidal,2,6.428077,1.21966
N2,sinusoidal,2,6.684815,1.247697
N2,sinusoidal,2,6.940769,1.274269
N2,sinusoidal,2,7.196585,1.298693
N2,sinusoidal,2,7.453,1.322371
N2,sinusoidal,2,7.710046,1.343962
N2,sinusoidal,2,7.966846,1.358245
N2,sinusoidal,2,8.223154,1.371197
N2,sinusoidal,2,8.479507,1.38071
N2,sinusoidal,2,8.735124,1.335554
N2,sinusoidal,2,8.911139,0.005222949
N2,sinusoidal,2,8.905724,0.004965256
N2,sinusoidal,2,8.904615,0.004678077
N2,sinusoidal,2,8.904615,0.004742949
N2,sinusoidal,2,8.904615,0.004622692
N2,sinusoidal,2,8.904615,0.004620256
N2,sinusoidal,2,8.904646,0.004645128
N2,sinusoidal,2,8.904693,0.004555
N2,sinusoidal,2,8.90477,0.004620641
N2,sinusoidal,2,8.904846,0.004574872
N2,sinusoidal,2,8.904877,0.004577436
N2,sinusoidal,2,8.904877,0.004597949
N2,sinusoidal,2,8.904877,0.004562308
N2,sinusoidal,2,8.904877,0.00457859
N2,sinusoidal,2,8.904877,0.004585256
N2,sinusoidal,2,8.904877,0.004618077
N2,sinusoidal,2,8.904877,0.004601923
N2,sinusoidal,2,8.904877,0.004585128
N2,sinusoidal,2,8.904877,0.004576026
N2,sinusoidal,2,8.904877,0.004591539
N2,sinusoidal,2,8.904877,0.00456641
N2,sinusoidal,2,8.904877,0.004569487
N2,sinusoidal,2,0.06350769,0.02483731
N2,sinusoidal,2,0.3219692,0.1153577
N2,sinusoidal,2,0.5784308,0.2009745
N2,sinusoidal,2,0.8343538,0.2826461
N2,sinusoidal,2,1.090431,0.3600863
N2,sinusoidal,2,1.347,0.4343928
N2,sinusoidal,2,1.603769,0.5046926
N2,sinusoidal,2,1.860354,0.5708518
N2,sinusoidal,2,2.116923,0.6307516
N2,sinusoidal,2,2.372815,0.6821978
N2,sinusoidal,2,2.628846,0.7333053
N2,sinusoidal,2,2.885385,0.7817236
N2,sinusoidal,2,3.142508,0.8303871
N2,sinusoidal,2,3.398815,0.8778363
N2,sinusoidal,2,3.655462,0.9199778
N2,sinusoidal,2,3.911461,0.9630175
N2,sinusoidal,2,4.167354,1.006289
N2,sinusoidal,2,4.424,1.047375
N2,sinusoidal,2,4.680892,1.087798
N2,sinusoidal,2,4.937354,1.128037
N2,sinusoidal,2,5.194,1.165059
N2,sinusoidal,2,5.450154,1.20238
N2,sinusoidal,2,5.706,1.236418
N2,sinusoidal,2,5.962461,1.27073
N2,sinusoidal,2,6.219354,1.303387
N2,sinusoidal,2,6.47577,1.335676
N2,sinusoidal,2,6.732538,1.3678
N2,sinusoidal,2,6.988507,1.397998
N2,sinusoidal,2,7.244277,1.425051
N2,sinusoidal,2,7.500846,1.448274
N2,sinusoidal,2,7.757815,1.47227
N2,sinusoidal,2,8.014507,1.406778
N2,sinusoidal,2,8.270923,1.428815
N2,sinusoidal,2,8.5272,1.453151
N2,sinusoidal,2,8.782769,1.476335
N2,sinusoidal,2,9.039462,1.496054
N2,sinusoidal,2,9.296431,1.513947
N2,sinusoidal,2,9.553154,1.53089
N2,sinusoidal,2,9.809462,1.545464
N2,sinusoidal,2,10.06558,1.55974
N2,sinusoidal,2,10.3212,1.572795
N2,sinusoidal,2,10.57797,1.583729
N2,sinusoidal,2,10.83485,1.591603
N2,sinusoidal,2,11.09151,1.59295
N2,sinusoidal,2,11.348,1.260713
N2,sinusoidal,2,0.2101538,0.08531218
N2,sinusoidal,2,0.4666154,0.171441
N2,sinusoidal,2,0.7225846,0.2528541
N2,sinusoidal,2,0.9786923,0.3298545
N2,sinusoidal,2,1.235431,0.40261
N2,sinusoidal,2,1.492077,0.4712818
N2,sinusoidal,2,1.748692,0.5355726
N2,sinusoidal,2,2.005154,0.5947676
N2,sinusoidal,2,2.260892,0.6504815
N2,sinusoidal,2,2.5172,0.7044349
N2,sinusoidal,2,2.773815,0.7565487
N2,sinusoidal,2,3.030846,0.8069387
N2,sinusoidal,2,3.287077,0.85593
N2,sinusoidal,2,3.543769,0.9040914
N2,sinusoidal,2,3.799662,0.9510422
N2,sinusoidal,2,4.055662,0.9970473
N2,sinusoidal,2,4.312461,1.039492
N2,sinusoidal,2,4.569231,1.081035
N2,sinusoidal,2,4.825738,1.122357
N2,sinusoidal,2,5.0822,1.162115
N2,sinusoidal,2,5.338277,1.201286
N2,sinusoidal,2,5.594354,1.237762
N2,sinusoidal,2,5.850892,1.272721
N2,sinusoidal,2,6.107615,1.306445
N2,sinusoidal,2,6.364154,1.339987
N2,sinusoidal,2,6.620893,1.372777
N2,sinusoidal,2,6.876661,1.405242
N2,sinusoidal,2,7.132585,1.436276
N2,sinusoidal,2,7.38923,1.465957
N2,sinusoidal,2,7.6462,1.493061
N2,sinusoidal,2,7.90277,1.518184
N2,sinusoidal,2,8.159154,1.439334
N2,sinusoidal,2,8.415384,1.456832
N2,sinusoidal,2,8.671046,1.477467
N2,sinusoidal,2,8.927815,1.497551
N2,sinusoidal,2,9.184815,1.513037
N2,sinusoidal,2,9.441384,1.528018
N2,sinusoidal,2,9.697769,1.541573
N2,sinusoidal,2,9.953815,1.551632
N2,sinusoidal,2,10.20946,1.557012
N2,sinusoidal,2,10.46628,1.553214
N2,sinusoidal,2,10.68285,0.03116705
N2,sinusoidal,2,10.68042,0.002348846
N2,sinusoidal,2,10.67835,0.001612436
N2,sinusoidal,2,10.67828,0.001769487
N2,sinusoidal,2,10.67828,0.001629615
N2,sinusoidal,2,10.67828,0.00158141
N2,sinusoidal,2,10.67831,0.001642821
N2,sinusoidal,2,10.67831,0.001572436
N2,sinusoidal,2,10.67831,0.001591667
N2,sinusoidal,2,10.67838,0.001592308
N2,sinusoidal,2,10.67843,0.001568718
N2,sinusoidal,2,10.67846,0.001572051
N2,sinusoidal,2,10.67851,0.001580513
N2,sinusoidal,2,10.67851,0.001550641
N2,sinusoidal,2,10.67851,0.001549487
N2,sinusoidal,2,10.67851,0.0016
N2,sinusoidal,2,10.67851,0.001557692
N2,sinusoidal,2,10.67851,0.001575
N2,sinusoidal,2,10.67851,0.001555385
N2,sinusoidal,2,10.67851,0.00156641
N2,sinusoidal,2,10.67851,0.001560385
N2,sinusoidal,2,10.67851,0.001548333
N2,sinusoidal,2,10.67851,0.001548333
N2,sinusoidal,2,10.67851,0.001564872
N2,sinusoidal,3,0.01904616,0.02222064
N2,sinusoidal,3,0.2742769,0.101224
N2,sinusoidal,3,0.5307385,0.1781441
N2,sinusoidal,3,0.7868154,0.2507285
N2,sinusoidal,3,1.042662,0.3200472
N2,sinusoidal,3,1.299231,0.3857828
N2,sinusoidal,3,1.556046,0.4471714
N2,sinusoidal,3,1.812738,0.5047146
N2,sinusoidal,3,2.069308,0.5575579
N2,sinusoidal,3,2.325154,0.6083826
N2,sinusoidal,3,2.581154,0.6560798
N2,sinusoidal,3,2.837662,0.7022594
N2,sinusoidal,3,3.094738,0.7476481
N2,sinusoidal,3,3.351077,0.7907894
N2,sinusoidal,3,3.607769,0.8322994
N2,sinusoidal,3,3.863846,0.8736733
N2,sinusoidal,3,4.119585,0.9138245
N2,sinusoidal,3,4.3762,0.9519635
N2,sinusoidal,3,4.633123,0.9892773
N2,sinusoidal,3,4.889692,1.025313
N2,sinusoidal,3,5.146231,1.059721
N2,sinusoidal,3,5.402462,1.093868
N2,sinusoidal,3,5.658354,1.126969
N2,sinusoidal,3,5.914616,1.159302
N2,sinusoidal,3,6.171615,1.189993
N2,sinusoidal,3,6.428077,1.21966
N2,sinusoidal,3,6.684815,1.247697
N2,sinusoidal,3,6.940769,1.274269
N2,sinusoidal,3,7.196585,1.298693
N2,sinusoidal,3,7.453,1.322371
N2,sinusoidal,3,7.710046,1.343962
N2,sinusoidal,3,7.966846,1.358245
N2,sinusoidal,3,8.223154,1.371197
N2,sinusoidal,3,8.479507,1.38071
N2,sinusoidal,3,8.735124,1.335554
N2,sinusoidal,3,8.911139,0.005222949
N2,sinusoidal,3,8.905724,0.004965256
N2,sinusoidal,3,8.904615,0.004678077
N2,sinusoidal,3,8.904615,0.004742949
N2,sinusoidal,3,8.904615,0.004622692
N2,sinusoidal,3,8.904615,0.004620256
N2,sinusoidal,3,8.904646,0.004645128
N2,sinusoidal,3,8.904693,0.004555
N2,sinusoidal,3,8.90477,0.004620641
N2,sinusoidal,3,8.904846,0.004574872
N2,sinusoidal,3,8.904877,0.004577436
N2,sinusoidal,3,8.904877,0.004597949
N2,sinusoidal,3,8.904877,0.004562308
N2,sinusoidal,3,8.904877,0.00457859
N2,sinusoidal,3,8.904877,0.004585256
N2,sinusoidal,3,8.904877,0.004618077
